Series;Time;Value
NSW-IX;2018-09-02-22:50:00;145415477728.2018
NSW-IX;2018-09-02-22:55:00;145977882574.43817
NSW-IX;2018-09-02-23:00:00;147064886409.97607
NSW-IX;2018-09-02-23:05:00;148451644916.96497
NSW-IX;2018-09-02-23:10:00;149382947730.0787
NSW-IX;2018-09-02-23:15:00;149988799743.7299
NSW-IX;2018-09-02-23:20:00;150332890353.63568
NSW-IX;2018-09-02-23:25:00;150251218463.59204
NSW-IX;2018-09-02-23:30:00;150133813940.06967
NSW-IX;2018-09-02-23:35:00;149792328048.51578
NSW-IX;2018-09-02-23:40:00;149290644784.0965
NSW-IX;2018-09-02-23:45:00;149161025034.4035
NSW-IX;2018-09-02-23:50:00;148800437799.26422
NSW-IX;2018-09-02-23:55:00;148293735063.79022
NSW-IX;2018-09-03-00:00:00;148420123158.25604
NSW-IX;2018-09-03-00:05:00;148851566791.80038
NSW-IX;2018-09-03-00:10:00;149129876024.97702
NSW-IX;2018-09-03-00:15:00;149826397785.55072
NSW-IX;2018-09-03-00:20:00;151016630126.4378
NSW-IX;2018-09-03-00:25:00;152241484268.575
NSW-IX;2018-09-03-00:30:00;153818274265.784
NSW-IX;2018-09-03-00:35:00;155782514037.07617
NSW-IX;2018-09-03-00:40:00;157753370891.0772
NSW-IX;2018-09-03-00:45:00;159432310305.792
NSW-IX;2018-09-03-00:50:00;160426696102.6862
NSW-IX;2018-09-03-00:55:00;161290197280.21942
NSW-IX;2018-09-03-01:00:00;161302058204.4772
NSW-IX;2018-09-03-01:05:00;160637497269.1103
NSW-IX;2018-09-03-01:10:00;160084124484.54388
NSW-IX;2018-09-03-01:15:00;160076624979.8864
NSW-IX;2018-09-03-01:20:00;159894098578.0556
NSW-IX;2018-09-03-01:25:00;159991044212.27966
NSW-IX;2018-09-03-01:30:00;160554850603.36905
NSW-IX;2018-09-03-01:35:00;160561438229.11716
NSW-IX;2018-09-03-01:40:00;160123938647.6867
NSW-IX;2018-09-03-01:45:00;159611283923.37082
NSW-IX;2018-09-03-01:50:00;159260548222.8182
NSW-IX;2018-09-03-01:55:00;158706259644.8772
NSW-IX;2018-09-03-02:00:00;158093431622.08685
NSW-IX;2018-09-03-02:05:00;157755201976.4215
NSW-IX;2018-09-03-02:10:00;157291932287.2563
NSW-IX;2018-09-03-02:15:00;157057138264.4582
NSW-IX;2018-09-03-02:20:00;157077797954.90625
NSW-IX;2018-09-03-02:25:00;157702478014.45963
NSW-IX;2018-09-03-02:30:00;158243275650.79156
NSW-IX;2018-09-03-02:35:00;158853554015.365
NSW-IX;2018-09-03-02:40:00;159729973759.40234
NSW-IX;2018-09-03-02:45:00;160470258111.1022
NSW-IX;2018-09-03-02:50:00;161055817805.97662
NSW-IX;2018-09-03-02:55:00;161939557930.17847
NSW-IX;2018-09-03-03:00:00;163465985349.60367
NSW-IX;2018-09-03-03:05:00;164528708678.85233
NSW-IX;2018-09-03-03:10:00;165864599805.14648
NSW-IX;2018-09-03-03:15:00;167449834070.60733
NSW-IX;2018-09-03-03:20:00;165080557879.4692
NSW-IX;2018-09-03-03:25:00;163553390464.375
NSW-IX;2018-09-03-03:30:00;163985431117.15643
NSW-IX;2018-09-03-03:35:00;164406808137.71344
NSW-IX;2018-09-03-03:40:00;164222081087.3027
NSW-IX;2018-09-03-03:45:00;167735703626.78925
NSW-IX;2018-09-03-03:50:00;169641881672.0718
NSW-IX;2018-09-03-03:55:00;169737088084.10718
NSW-IX;2018-09-03-04:00:00;169733591730.78833
NSW-IX;2018-09-03-04:05:00;170210302333.1879
NSW-IX;2018-09-03-04:10:00;170551876389.10138
NSW-IX;2018-09-03-04:15:00;170806511545.60773
NSW-IX;2018-09-03-04:20:00;169330636497.61993
NSW-IX;2018-09-03-04:25:00;169622207634.09546
NSW-IX;2018-09-03-04:30:00;169479295140.70004
NSW-IX;2018-09-03-04:35:00;169387928576.7028
NSW-IX;2018-09-03-04:40:00;169424705621.8749
NSW-IX;2018-09-03-04:45:00;171348956142.9489
NSW-IX;2018-09-03-04:50:00;171033708786.3064
NSW-IX;2018-09-03-04:55:00;170575201430.32556
NSW-IX;2018-09-03-05:00:00;170467313452.19135
NSW-IX;2018-09-03-05:05:00;170672491312.68082
NSW-IX;2018-09-03-05:10:00;171036060506.92188
NSW-IX;2018-09-03-05:15:00;171434814569.9515
NSW-IX;2018-09-03-05:20:00;172665118384.4467
NSW-IX;2018-09-03-05:25:00;170975089788.9266
NSW-IX;2018-09-03-05:30:00;171556974126.55725
NSW-IX;2018-09-03-05:35:00;171798115903.20807
NSW-IX;2018-09-03-05:40:00;172444611689.53378
NSW-IX;2018-09-03-05:45:00;172971716929.24054
NSW-IX;2018-09-03-05:50:00;175758456123.4733
NSW-IX;2018-09-03-05:55:00;176312035874.84958
NSW-IX;2018-09-03-06:00:00;177414009627.94556
NSW-IX;2018-09-03-06:05:00;179110427858.20993
NSW-IX;2018-09-03-06:10:00;180505374906.27216
NSW-IX;2018-09-03-06:15:00;182225564022.22427
NSW-IX;2018-09-03-06:20:00;183590100671.2432
NSW-IX;2018-09-03-06:25:00;184131068279.38126
NSW-IX;2018-09-03-06:30:00;183945921531.4899
NSW-IX;2018-09-03-06:35:00;183355127634.2693
NSW-IX;2018-09-03-06:40:00;182731127053.75473
NSW-IX;2018-09-03-06:45:00;181872504636.54932
NSW-IX;2018-09-03-06:50:00;181640039280.64685
NSW-IX;2018-09-03-06:55:00;181352145243.31836
NSW-IX;2018-09-03-07:00:00;181829321411.10184
NSW-IX;2018-09-03-07:05:00;182409327424.41534
NSW-IX;2018-09-03-07:10:00;183275480684.30078
NSW-IX;2018-09-03-07:15:00;183586261677.5235
NSW-IX;2018-09-03-07:20:00;184257567317.6064
NSW-IX;2018-09-03-07:25:00;183983389011.9125
NSW-IX;2018-09-03-07:30:00;183196363210.25592
NSW-IX;2018-09-03-07:35:00;181934750188.867
NSW-IX;2018-09-03-07:40:00;180428176884.78635
NSW-IX;2018-09-03-07:45:00;178718756327.7663
NSW-IX;2018-09-03-07:50:00;177536371934.07803
NSW-IX;2018-09-03-07:55:00;176622537721.415
NSW-IX;2018-09-03-08:00:00;176505211341.62427
NSW-IX;2018-09-03-08:05:00;176103129765.54062
NSW-IX;2018-09-03-08:10:00;175031503765.45
NSW-IX;2018-09-03-08:15:00;173990556140.30063
NSW-IX;2018-09-03-08:20:00;172582530978.2602
NSW-IX;2018-09-03-08:25:00;170951397667.7044
NSW-IX;2018-09-03-08:30:00;170119930021.25595
NSW-IX;2018-09-03-08:35:00;169434748024.30594
NSW-IX;2018-09-03-08:40:00;168406163606.51868
NSW-IX;2018-09-03-08:45:00;167795659200.6298
NSW-IX;2018-09-03-08:50:00;166353049362.201
NSW-IX;2018-09-03-08:55:00;164390825959.62766
NSW-IX;2018-09-03-09:00:00;163009215443.52695
NSW-IX;2018-09-03-09:05:00;161465015580.66034
NSW-IX;2018-09-03-09:10:00;159713549153.16577
NSW-IX;2018-09-03-09:15:00;158117500351.45706
NSW-IX;2018-09-03-09:20:00;156505137195.39816
NSW-IX;2018-09-03-09:25:00;154522241280.76016
NSW-IX;2018-09-03-09:30:00;153007054886.66992
NSW-IX;2018-09-03-09:35:00;151246651427.1125
NSW-IX;2018-09-03-09:40:00;149107111628.38492
NSW-IX;2018-09-03-09:45:00;146763324144.32306
NSW-IX;2018-09-03-09:50:00;144201719975.9071
NSW-IX;2018-09-03-09:55:00;140894791724.13086
NSW-IX;2018-09-03-10:00:00;136892790336.1646
NSW-IX;2018-09-03-10:05:00;134476762572.77242
NSW-IX;2018-09-03-10:10:00;131895719610.91434
NSW-IX;2018-09-03-10:15:00;128945752692.26811
NSW-IX;2018-09-03-10:20:00;126099462593.5118
NSW-IX;2018-09-03-10:25:00;123966592116.47012
NSW-IX;2018-09-03-10:30:00;120900912942.91101
NSW-IX;2018-09-03-10:35:00;118038848457.89304
NSW-IX;2018-09-03-10:40:00;115394572399.56589
NSW-IX;2018-09-03-10:45:00;112792517267.06479
NSW-IX;2018-09-03-10:50:00;110335232635.7861
NSW-IX;2018-09-03-10:55:00;107790118233.8085
NSW-IX;2018-09-03-11:00:00;106174776303.72366
NSW-IX;2018-09-03-11:05:00;104692978357.05948
NSW-IX;2018-09-03-11:10:00;103300297280.42062
NSW-IX;2018-09-03-11:15:00;101781869872.34465
NSW-IX;2018-09-03-11:20:00;100208741742.52296
NSW-IX;2018-09-03-11:25:00;97528247255.35458
NSW-IX;2018-09-03-11:30:00;94933248722.28181
NSW-IX;2018-09-03-11:35:00;92377551904.027
NSW-IX;2018-09-03-11:40:00;89428258691.48868
NSW-IX;2018-09-03-11:45:00;86896857984.85646
NSW-IX;2018-09-03-11:50:00;84727269916.39877
NSW-IX;2018-09-03-11:55:00;82429669965.53354
NSW-IX;2018-09-03-12:00:00;80536274791.46281
NSW-IX;2018-09-03-12:05:00;79366286107.33945
NSW-IX;2018-09-03-12:10:00;78047952824.72604
NSW-IX;2018-09-03-12:15:00;76848287100.62862
NSW-IX;2018-09-03-12:20:00;75775575800.12643
NSW-IX;2018-09-03-12:25:00;74406540561.37494
NSW-IX;2018-09-03-12:30:00;73055421993.62122
NSW-IX;2018-09-03-12:35:00;71521275633.04228
NSW-IX;2018-09-03-12:40:00;69553062530.27048
NSW-IX;2018-09-03-12:45:00;67665161215.46621
NSW-IX;2018-09-03-12:50:00;65905417756.80479
NSW-IX;2018-09-03-12:55:00;63966696195.930016
NSW-IX;2018-09-03-13:00:00;63246655777.2466
NSW-IX;2018-09-03-13:05:00;64042971393.62917
NSW-IX;2018-09-03-13:10:00;64961091836.31355
NSW-IX;2018-09-03-13:15:00;65956913592.00218
NSW-IX;2018-09-03-13:20:00;66914845095.453575
NSW-IX;2018-09-03-13:25:00;67434416813.756714
NSW-IX;2018-09-03-13:30:00;66185686948.60579
NSW-IX;2018-09-03-13:35:00;65584064957.79911
NSW-IX;2018-09-03-13:40:00;64754338461.373085
NSW-IX;2018-09-03-13:45:00;64000506546.28392
NSW-IX;2018-09-03-13:50:00;62501956350.413086
NSW-IX;2018-09-03-13:55:00;61670590717.12077
NSW-IX;2018-09-03-14:00:00;60787800462.88527
NSW-IX;2018-09-03-14:05:00;60210034938.75792
NSW-IX;2018-09-03-14:10:00;59344307110.88621
NSW-IX;2018-09-03-14:15:00;58566756189.90865
NSW-IX;2018-09-03-14:20:00;57979358133.94751
NSW-IX;2018-09-03-14:25:00;56642542054.6088
NSW-IX;2018-09-03-14:30:00;55581273406.22101
NSW-IX;2018-09-03-14:35:00;54863675864.35591
NSW-IX;2018-09-03-14:40:00;54210121147.642075
NSW-IX;2018-09-03-14:45:00;53635049151.43358
NSW-IX;2018-09-03-14:50:00;53150661591.12473
NSW-IX;2018-09-03-14:55:00;52311883278.99052
NSW-IX;2018-09-03-15:00:00;51981611763.053116
NSW-IX;2018-09-03-15:05:00;51713653234.8156
NSW-IX;2018-09-03-15:10:00;51849360126.39583
NSW-IX;2018-09-03-15:15:00;52201877642.60748
NSW-IX;2018-09-03-15:20:00;52379282337.12047
NSW-IX;2018-09-03-15:25:00;52248208556.00548
NSW-IX;2018-09-03-15:30:00;52805165255.12669
NSW-IX;2018-09-03-15:35:00;52959887555.67678
NSW-IX;2018-09-03-15:40:00;53086410369.64892
NSW-IX;2018-09-03-15:45:00;53719534171.682335
NSW-IX;2018-09-03-15:50:00;54254169210.01283
NSW-IX;2018-09-03-15:55:00;54319932285.749115
NSW-IX;2018-09-03-16:00:00;54481202771.479996
NSW-IX;2018-09-03-16:05:00;54695311336.2167
NSW-IX;2018-09-03-16:10:00;55145406908.74895
NSW-IX;2018-09-03-16:15:00;55813026666.72084
NSW-IX;2018-09-03-16:20:00;56303337423.045204
NSW-IX;2018-09-03-16:25:00;56631582756.627884
NSW-IX;2018-09-03-16:30:00;57521056711.48743
NSW-IX;2018-09-03-16:35:00;58132655380.133194
NSW-IX;2018-09-03-16:40:00;58882896973.57631
NSW-IX;2018-09-03-16:45:00;59664979116.183945
NSW-IX;2018-09-03-16:50:00;60634660364.5916
NSW-IX;2018-09-03-16:55:00;61207892065.173546
NSW-IX;2018-09-03-17:00:00;62360640281.586655
NSW-IX;2018-09-03-17:05:00;63257938924.49556
NSW-IX;2018-09-03-17:10:00;64670381248.222534
NSW-IX;2018-09-03-17:15:00;66103277437.57589
NSW-IX;2018-09-03-17:20:00;67559133515.579834
NSW-IX;2018-09-03-17:25:00;68325791185.51813
NSW-IX;2018-09-03-17:30:00;69783505976.13692
NSW-IX;2018-09-03-17:35:00;70946353932.59758
NSW-IX;2018-09-03-17:40:00;72194660205.46915
NSW-IX;2018-09-03-17:45:00;73051065411.54816
NSW-IX;2018-09-03-17:50:00;74140910559.54362
NSW-IX;2018-09-03-17:55:00;74869027497.80052
NSW-IX;2018-09-03-18:00:00;75772447196.36115
NSW-IX;2018-09-03-18:05:00;76779904340.03516
NSW-IX;2018-09-03-18:10:00;78290263843.65405
NSW-IX;2018-09-03-18:15:00;79841946327.89824
NSW-IX;2018-09-03-18:20:00;81069345843.82529
NSW-IX;2018-09-03-18:25:00;82258176554.54045
NSW-IX;2018-09-03-18:30:00;83632679322.28198
NSW-IX;2018-09-03-18:35:00;84899861289.44843
NSW-IX;2018-09-03-18:40:00;86066812837.17989
NSW-IX;2018-09-03-18:45:00;87851794394.30255
NSW-IX;2018-09-03-18:50:00;89429077604.10013
NSW-IX;2018-09-03-18:55:00;90597303546.0917
NSW-IX;2018-09-03-19:00:00;92478500095.17046
NSW-IX;2018-09-03-19:05:00;94431755092.23207
NSW-IX;2018-09-03-19:10:00;95822593030.457
NSW-IX;2018-09-03-19:15:00;97634871654.69165
NSW-IX;2018-09-03-19:20:00;99733687917.19978
NSW-IX;2018-09-03-19:25:00;101135351073.42049
NSW-IX;2018-09-03-19:30:00;102810493600.74222
NSW-IX;2018-09-03-19:35:00;104723699890.11572
NSW-IX;2018-09-03-19:40:00;106535565289.2707
NSW-IX;2018-09-03-19:45:00;108609809692.3697
NSW-IX;2018-09-03-19:50:00;110516487164.45552
NSW-IX;2018-09-03-19:55:00;112217452539.66386
NSW-IX;2018-09-03-20:00:00;114539026291.25485
NSW-IX;2018-09-03-20:05:00;117105816982.99976
NSW-IX;2018-09-03-20:10:00;119301198201.96045
NSW-IX;2018-09-03-20:15:00;121760301119.97299
NSW-IX;2018-09-03-20:20:00;123963524626.5983
NSW-IX;2018-09-03-20:25:00;125385184450.7071
NSW-IX;2018-09-03-20:30:00;126324552195.55595
NSW-IX;2018-09-03-20:35:00;127050608665.88249
NSW-IX;2018-09-03-20:40:00;127415860521.65227
NSW-IX;2018-09-03-20:45:00;127759133289.35452
NSW-IX;2018-09-03-20:50:00;127993379316.07426
NSW-IX;2018-09-03-20:55:00;128414231656.73062
NSW-IX;2018-09-03-21:00:00;129418662955.40984
NSW-IX;2018-09-03-21:05:00;130814102531.59431
NSW-IX;2018-09-03-21:10:00;132287002187.23975
NSW-IX;2018-09-03-21:15:00;133888364190.38762
NSW-IX;2018-09-03-21:20:00;134834327255.03638
NSW-IX;2018-09-03-21:25:00;134727244044.18767
NSW-IX;2018-09-03-21:30:00;134266892897.53159
NSW-IX;2018-09-03-21:35:00;133491288520.33134
NSW-IX;2018-09-03-21:40:00;133059591318.1307
NSW-IX;2018-09-03-21:45:00;132784074312.14926
NSW-IX;2018-09-03-21:50:00;132785064621.96338
NSW-IX;2018-09-03-21:55:00;133165434454.47197
NSW-IX;2018-09-03-22:00:00;133834954877.57524
NSW-IX;2018-09-03-22:05:00;134083174363.02934
NSW-IX;2018-09-03-22:10:00;134931238057.18286
NSW-IX;2018-09-03-22:15:00;136080131424.39336
NSW-IX;2018-09-03-22:20:00;136893936656.01657
NSW-IX;2018-09-03-22:25:00;137639056429.04544
NSW-IX;2018-09-03-22:30:00;137182812545.10938
NSW-IX;2018-09-03-22:35:00;137580793067.27374
NSW-IX;2018-09-03-22:40:00;138032963613.8391
NSW-IX;2018-09-03-22:45:00;138573455969.42456
NSW-IX;2018-09-03-22:50:00;139118834011.842
NSW-IX;2018-09-03-22:55:00;140865357091.06366
NSW-IX;2018-09-03-23:00:00;141498931362.86288
NSW-IX;2018-09-03-23:05:00;142394307609.2867
NSW-IX;2018-09-03-23:10:00;143528256130.66895
NSW-IX;2018-09-03-23:15:00;144120091000.02805
NSW-IX;2018-09-03-23:20:00;144618275539.56012
NSW-IX;2018-09-03-23:25:00;144958191852.05704
NSW-IX;2018-09-03-23:30:00;144824082635.2842
NSW-IX;2018-09-03-23:35:00;143546874863.91293
NSW-IX;2018-09-03-23:40:00;142750055957.8052
NSW-IX;2018-09-03-23:45:00;142113266397.4251
NSW-IX;2018-09-03-23:50:00;141337369582.7478
NSW-IX;2018-09-03-23:55:00;140784756952.56232
NSW-IX;2018-09-04-00:00:00;141107765878.47095
NSW-IX;2018-09-04-00:05:00;141555928384.42053
NSW-IX;2018-09-04-00:10:00;142012270433.54288
NSW-IX;2018-09-04-00:15:00;142824283582.53848
NSW-IX;2018-09-04-00:20:00;143559930364.76443
NSW-IX;2018-09-04-00:25:00;144682806088.0914
NSW-IX;2018-09-04-00:30:00;142606190668.43658
NSW-IX;2018-09-04-00:35:00;141990280269.77237
NSW-IX;2018-09-04-00:40:00;142708738318.37595
NSW-IX;2018-09-04-00:45:00;143573596081.91266
NSW-IX;2018-09-04-00:50:00;143791008564.7757
NSW-IX;2018-09-04-00:55:00;147170298017.5361
NSW-IX;2018-09-04-01:00:00;149248481222.8816
NSW-IX;2018-09-04-01:05:00;149966855681.669
NSW-IX;2018-09-04-01:10:00;150659158884.88092
NSW-IX;2018-09-04-01:15:00;152328278215.0684
NSW-IX;2018-09-04-01:20:00;154103815331.12476
NSW-IX;2018-09-04-01:25:00;155706362601.65094
NSW-IX;2018-09-04-01:30:00;156874197521.85263
NSW-IX;2018-09-04-01:35:00;157549345738.41318
NSW-IX;2018-09-04-01:40:00;157526908074.6508
NSW-IX;2018-09-04-01:45:00;157345865177.81006
NSW-IX;2018-09-04-01:50:00;156643087668.13712
NSW-IX;2018-09-04-01:55:00;155892300281.82803
NSW-IX;2018-09-04-02:00:00;154088365082.14075
NSW-IX;2018-09-04-02:05:00;153379456189.70392
NSW-IX;2018-09-04-02:10:00;152568963803.76227
NSW-IX;2018-09-04-02:15:00;152322572478.3912
NSW-IX;2018-09-04-02:20:00;152656692740.1408
NSW-IX;2018-09-04-02:25:00;154242154147.36734
NSW-IX;2018-09-04-02:30:00;155247186091.2256
NSW-IX;2018-09-04-02:35:00;151291219867.509
NSW-IX;2018-09-04-02:40:00;152837248028.8845
NSW-IX;2018-09-04-02:45:00;154097079391.3907
NSW-IX;2018-09-04-02:50:00;155471612071.77057
NSW-IX;2018-09-04-02:55:00;156535195253.37064
NSW-IX;2018-09-04-03:00:00;163073311635.84714
NSW-IX;2018-09-04-03:05:00;164344289143.2782
NSW-IX;2018-09-04-03:10:00;165675753468.6853
NSW-IX;2018-09-04-03:15:00;166785134684.56952
NSW-IX;2018-09-04-03:20:00;167512697090.87073
NSW-IX;2018-09-04-03:25:00;167782391635.4251
NSW-IX;2018-09-04-03:30:00;167916480814.68423
NSW-IX;2018-09-04-03:35:00;167989776406.3067
NSW-IX;2018-09-04-03:40:00;168319462888.61862
NSW-IX;2018-09-04-03:45:00;168743234366.02594
NSW-IX;2018-09-04-03:50:00;168922972863.62372
NSW-IX;2018-09-04-03:55:00;168660144241.06622
NSW-IX;2018-09-04-04:00:00;168442244644.7811
NSW-IX;2018-09-04-04:05:00;167696261229.53525
NSW-IX;2018-09-04-04:10:00;167132156463.69962
NSW-IX;2018-09-04-04:15:00;167070474407.1735
NSW-IX;2018-09-04-04:20:00;167045829897.2628
NSW-IX;2018-09-04-04:25:00;167103179239.33627
NSW-IX;2018-09-04-04:30:00;167957969724.5766
NSW-IX;2018-09-04-04:35:00;168744821197.13312
NSW-IX;2018-09-04-04:40:00;169648688401.0463
NSW-IX;2018-09-04-04:45:00;170711906373.17572
NSW-IX;2018-09-04-04:50:00;171285536725.77756
NSW-IX;2018-09-04-04:55:00;171401469521.22018
NSW-IX;2018-09-04-05:00:00;172147185905.40543
NSW-IX;2018-09-04-05:05:00;172030974728.67505
NSW-IX;2018-09-04-05:10:00;172036409619.8732
NSW-IX;2018-09-04-05:15:00;172139043045.8143
NSW-IX;2018-09-04-05:20:00;171692474583.90802
NSW-IX;2018-09-04-05:25:00;169850022888.2643
NSW-IX;2018-09-04-05:30:00;168633925092.35947
NSW-IX;2018-09-04-05:35:00;167381650412.74344
NSW-IX;2018-09-04-05:40:00;166529029678.8504
NSW-IX;2018-09-04-05:45:00;166371129380.36246
NSW-IX;2018-09-04-05:50:00;167146588927.33746
NSW-IX;2018-09-04-05:55:00;167629053028.62012
NSW-IX;2018-09-04-06:00:00;168537569532.51514
NSW-IX;2018-09-04-06:05:00;169554890410.62082
NSW-IX;2018-09-04-06:10:00;170843595671.9585
NSW-IX;2018-09-04-06:15:00;171731019407.38583
NSW-IX;2018-09-04-06:20:00;172811150533.1164
NSW-IX;2018-09-04-06:25:00;173243508262.75986
NSW-IX;2018-09-04-06:30:00;173907769213.21274
NSW-IX;2018-09-04-06:35:00;174209967995.0766
NSW-IX;2018-09-04-06:40:00;174398172312.0572
NSW-IX;2018-09-04-06:45:00;174447504501.8231
NSW-IX;2018-09-04-06:50:00;174723134816.38196
NSW-IX;2018-09-04-06:55:00;174588640158.75293
NSW-IX;2018-09-04-07:00:00;175369782334.85098
NSW-IX;2018-09-04-07:05:00;175961254101.79938
NSW-IX;2018-09-04-07:10:00;176348317544.127
NSW-IX;2018-09-04-07:15:00;176465951455.32654
NSW-IX;2018-09-04-07:20:00;176322684478.57697
NSW-IX;2018-09-04-07:25:00;175092621439.06946
NSW-IX;2018-09-04-07:30:00;174552387944.86465
NSW-IX;2018-09-04-07:35:00;170704705481.24957
NSW-IX;2018-09-04-07:40:00;169796424476.09247
NSW-IX;2018-09-04-07:45:00;168814025264.57275
NSW-IX;2018-09-04-07:50:00;168314440253.81573
NSW-IX;2018-09-04-07:55:00;167662516396.49695
NSW-IX;2018-09-04-08:00:00;167083077247.7342
NSW-IX;2018-09-04-08:05:00;166728382115.66705
NSW-IX;2018-09-04-08:10:00;166618523628.49234
NSW-IX;2018-09-04-08:15:00;166032391760.95883
NSW-IX;2018-09-04-08:20:00;165216302534.31152
NSW-IX;2018-09-04-08:25:00;167877619530.4217
NSW-IX;2018-09-04-08:30:00;167541044291.43195
NSW-IX;2018-09-04-08:35:00;167199583656.78824
NSW-IX;2018-09-04-08:40:00;166146146252.98355
NSW-IX;2018-09-04-08:45:00;164897671641.8545
NSW-IX;2018-09-04-08:50:00;163050740536.9413
NSW-IX;2018-09-04-08:55:00;160761950592.34683
NSW-IX;2018-09-04-09:00:00;158410856670.9743
NSW-IX;2018-09-04-09:05:00;156883993337.8427
NSW-IX;2018-09-04-09:10:00;155594974204.7159
NSW-IX;2018-09-04-09:15:00;154429960548.08585
NSW-IX;2018-09-04-09:20:00;152708245140.0135
NSW-IX;2018-09-04-09:25:00;150409858705.74536
NSW-IX;2018-09-04-09:30:00;147828787363.08307
NSW-IX;2018-09-04-09:35:00;144935843949.12354
NSW-IX;2018-09-04-09:40:00;142054389538.13663
NSW-IX;2018-09-04-09:45:00;139527997599.55945
NSW-IX;2018-09-04-09:50:00;137494418048.49258
NSW-IX;2018-09-04-09:55:00;135209309703.8599
NSW-IX;2018-09-04-10:00:00;133033061073.52983
NSW-IX;2018-09-04-10:05:00;130982588985.61044
NSW-IX;2018-09-04-10:10:00;128825124331.75174
NSW-IX;2018-09-04-10:15:00;126353615993.78409
NSW-IX;2018-09-04-10:20:00;123816130196.00337
NSW-IX;2018-09-04-10:25:00;121025411856.37012
NSW-IX;2018-09-04-10:30:00;118563484109.87393
NSW-IX;2018-09-04-10:35:00;117106624913.9849
NSW-IX;2018-09-04-10:40:00;114139508908.54202
NSW-IX;2018-09-04-10:45:00;112069860406.56535
NSW-IX;2018-09-04-10:50:00;110104217672.55534
NSW-IX;2018-09-04-10:55:00;107784598777.20882
NSW-IX;2018-09-04-11:00:00;106054788336.04004
NSW-IX;2018-09-04-11:05:00;106555921820.86758
NSW-IX;2018-09-04-11:10:00;106709683494.66911
NSW-IX;2018-09-04-11:15:00;106927896975.06201
NSW-IX;2018-09-04-11:20:00;106805427424.61911
NSW-IX;2018-09-04-11:25:00;105506697084.89778
NSW-IX;2018-09-04-11:30:00;103731205383.16684
NSW-IX;2018-09-04-11:35:00;99829936756.97452
NSW-IX;2018-09-04-11:40:00;95573986280.00594
NSW-IX;2018-09-04-11:45:00;91532789949.07063
NSW-IX;2018-09-04-11:50:00;87647198637.57944
NSW-IX;2018-09-04-11:55:00;83599081107.48877
NSW-IX;2018-09-04-12:00:00;81772478457.13191
NSW-IX;2018-09-04-12:05:00;80138598728.236
NSW-IX;2018-09-04-12:10:00;78773867463.30852
NSW-IX;2018-09-04-12:15:00;77365018542.81184
NSW-IX;2018-09-04-12:20:00;76748909499.91362
NSW-IX;2018-09-04-12:25:00;77273738812.45059
NSW-IX;2018-09-04-12:30:00;78618694691.07916
NSW-IX;2018-09-04-12:35:00;80056097173.66916
NSW-IX;2018-09-04-12:40:00;80920650601.04149
NSW-IX;2018-09-04-12:45:00;80822726696.51685
NSW-IX;2018-09-04-12:50:00;79228638235.84294
NSW-IX;2018-09-04-12:55:00;76923856311.05034
NSW-IX;2018-09-04-13:00:00;75602058134.41718
NSW-IX;2018-09-04-13:05:00;75697317659.27908
NSW-IX;2018-09-04-13:10:00;76209573241.68399
NSW-IX;2018-09-04-13:15:00;76936627283.9941
NSW-IX;2018-09-04-13:20:00;77642646080.38206
NSW-IX;2018-09-04-13:25:00;77317944327.62625
NSW-IX;2018-09-04-13:30:00;76359954110.17537
NSW-IX;2018-09-04-13:35:00;75882972586.08688
NSW-IX;2018-09-04-13:40:00;75732846159.1051
NSW-IX;2018-09-04-13:45:00;75711562068.56392
NSW-IX;2018-09-04-13:50:00;75656638252.49966
NSW-IX;2018-09-04-13:55:00;75798043188.75226
NSW-IX;2018-09-04-14:00:00;75816317077.32141
NSW-IX;2018-09-04-14:05:00;75737772673.29121
NSW-IX;2018-09-04-14:10:00;76059275640.62053
NSW-IX;2018-09-04-14:15:00;76624391736.89043
NSW-IX;2018-09-04-14:20:00;76998317768.877
NSW-IX;2018-09-04-14:25:00;77358735855.28354
NSW-IX;2018-09-04-14:30:00;77241697059.94571
NSW-IX;2018-09-04-14:35:00;77003889057.53769
NSW-IX;2018-09-04-14:40:00;76552689334.66312
NSW-IX;2018-09-04-14:45:00;76382013713.42038
NSW-IX;2018-09-04-14:50:00;75777282431.2367
NSW-IX;2018-09-04-14:55:00;75977440021.81561
NSW-IX;2018-09-04-15:00:00;76542171209.83603
NSW-IX;2018-09-04-15:05:00;76546289254.89468
NSW-IX;2018-09-04-15:10:00;76152813152.26411
NSW-IX;2018-09-04-15:15:00;76321069893.6578
NSW-IX;2018-09-04-15:20:00;75968401213.38293
NSW-IX;2018-09-04-15:25:00;76511815091.13142
NSW-IX;2018-09-04-15:30:00;77558333508.90628
NSW-IX;2018-09-04-15:35:00;78487829207.47556
NSW-IX;2018-09-04-15:40:00;79307475718.87381
NSW-IX;2018-09-04-15:45:00;80370102132.80362
